date,country_region,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-07,Philippines,-6.035087719298246,5.0,0.9298245614035088
2020-03-07,Philippines,-5.948275862068965,5.017241379310345,0.9137931034482759
2020-03-07,Philippines,-5.966101694915254,5.084745762711864,0.9152542372881356
2020-03-07,Philippines,-5.883333333333334,5.05,0.9333333333333333
2020-03-07,Philippines,-5.819672131147541,5.049180327868853,0.9180327868852459
2020-03-07,Philippines,-5.790322580645161,4.919354838709677,0.9193548387096774
2020-03-07,Philippines,-5.73015873015873,4.920634920634921,0.9206349206349206
2020-03-08,Philippines,-5.7272727272727275,5.0181818181818185,0.9090909090909091
2020-03-08,Philippines,-5.928571428571429,5.0,0.9464285714285714
2020-03-08,Philippines,-5.982456140350878,4.964912280701754,0.9473684210526315
2020-03-08,Philippines,-5.931034482758621,4.948275862068965,0.9827586206896551
2020-03-08,Philippines,-6.016949152542373,4.932203389830509,0.9830508474576272
2020-03-08,Philippines,-6.066666666666666,4.866666666666666,0.9833333333333333
2020-03-08,Philippines,-6.163934426229508,4.819672131147541,1.0
2020-03-08,Philippines,-6.080645161290323,4.838709677419355,1.0
2020-03-08,Philippines,-6.238095238095238,4.777777777777778,1.0158730158730158
2020-03-09,Philippines,-6.654545454545454,4.672727272727273,1.1090909090909091
2020-03-09,Philippines,-6.482142857142857,4.642857142857143,1.1071428571428572
2020-03-09,Philippines,-6.385964912280702,4.631578947368421,1.105263157894737
2020-03-09,Philippines,-6.396551724137931,4.672413793103448,1.103448275862069
2020-03-09,Philippines,-6.559322033898305,4.661016949152542,1.11864406779661
2020-03-09,Philippines,-6.6,4.616666666666666,1.1166666666666667
2020-03-09,Philippines,-6.39344262295082,4.655737704918033,1.098360655737705
2020-03-09,Philippines,-6.419354838709677,4.709677419354839,1.0806451612903225
2020-03-09,Philippines,-6.444444444444445,4.666666666666667,1.0952380952380953
2020-03-10,Philippines,-6.363636363636363,4.5636363636363635,1.2
2020-03-10,Philippines,-6.517857142857143,4.553571428571429,1.2142857142857142
2020-03-10,Philippines,-6.666666666666667,4.245614035087719,1.280701754385965
2020-03-10,Philippines,-6.724137931034483,4.224137931034483,1.293103448275862
2020-03-10,Philippines,-6.5423728813559325,4.186440677966102,1.2881355932203389
2020-03-10,Philippines,-6.55,4.15,1.2833333333333334
2020-03-10,Philippines,-6.491803278688525,4.131147540983607,1.278688524590164
2020-03-10,Philippines,-6.419354838709677,4.096774193548387,1.2741935483870968
2020-03-10,Philippines,-6.492063492063492,3.9682539682539684,1.3015873015873016
2020-03-11,Philippines,-6.8,3.963636363636364,1.3636363636363635
2020-03-11,Philippines,-6.821428571428571,3.9107142857142856,1.3571428571428572
2020-03-11,Philippines,-7.087719298245614,3.5789473684210527,1.4385964912280702
2020-03-11,Philippines,-7.120689655172414,3.5344827586206895,1.4482758620689655
2020-03-11,Philippines,-7.169491525423729,3.3728813559322033,1.4745762711864407
2020-03-11,Philippines,-7.066666666666666,3.35,1.4833333333333334
2020-03-11,Philippines,-6.901639344262295,3.3442622950819674,1.4754098360655739
2020-03-11,Philippines,-7.064516129032258,3.2096774193548385,1.5161290322580645
2020-03-11,Philippines,-7.0,3.1746031746031744,1.5238095238095237
2020-03-12,Philippines,-7.2,2.909090909090909,1.6363636363636365
2020-03-12,Philippines,-7.0,2.857142857142857,1.6428571428571428
2020-03-12,Philippines,-6.9298245614035086,2.807017543859649,1.6666666666666667
2020-03-12,Philippines,-6.827586206896552,2.7586206896551726,1.6896551724137931
2020-03-12,Philippines,-7.0,2.610169491525424,1.7457627118644068
2020-03-12,Philippines,-7.233333333333333,2.3,1.8333333333333333
2020-03-12,Philippines,-7.311475409836065,2.1475409836065573,1.8688524590163935
2020-03-12,Philippines,-7.435483870967742,2.161290322580645,1.8709677419354838
2020-03-12,Philippines,-7.26984126984127,2.142857142857143,1.8571428571428572
2020-03-13,Philippines,-6.945454545454545,1.490909090909091,1.8909090909090909
2020-03-13,Philippines,-6.910714285714286,1.1071428571428572,2.017857142857143
2020-03-13,Philippines,-7.035087719298246,1.1403508771929824,2.0350877192982457
2020-03-13,Philippines,-7.120689655172414,0.9310344827586207,2.1206896551724137
2020-03-13,Philippines,-7.288135593220339,0.7627118644067796,2.2033898305084745
2020-03-13,Philippines,-7.333333333333333,0.5,2.316666666666667
2020-03-13,Philippines,-7.131147540983607,0.5737704918032787,2.3278688524590163
2020-03-13,Philippines,-7.387096774193548,0.27419354838709675,2.4516129032258065
2020-03-13,Philippines,-7.317460317460317,0.2698412698412698,2.4603174603174605
2020-03-14,Philippines,-7.8,-1.018181818181818,2.7636363636363637
2020-03-14,Philippines,-8.053571428571429,-1.2142857142857142,2.8392857142857144
2020-03-14,Philippines,-7.842105263157895,-1.2280701754385965,2.8596491228070176
2020-03-14,Philippines,-7.9655172413793105,-1.3103448275862069,2.913793103448276
2020-03-14,Philippines,-8.389830508474576,-1.5423728813559323,2.983050847457627
2020-03-14,Philippines,-8.383333333333333,-1.2833333333333334,3.0166666666666666
2020-03-14,Philippines,-8.360655737704919,-1.3442622950819672,3.0327868852459017
2020-03-14,Philippines,-8.53225806451613,-1.4516129032258065,3.096774193548387
2020-03-14,Philippines,-8.380952380952381,-1.492063492063492,3.1587301587301586
2020-03-15,Philippines,-8.654545454545454,-2.327272727272727,3.4727272727272727
2020-03-15,Philippines,-9.428571428571429,-2.4642857142857144,3.5535714285714284
2020-03-15,Philippines,-9.75438596491228,-2.473684210526316,3.6315789473684212
2020-03-15,Philippines,-10.310344827586206,-2.603448275862069,3.7586206896551726
2020-03-15,Philippines,-11.101694915254237,-2.830508474576271,3.9152542372881354
2020-03-15,Philippines,-11.433333333333334,-2.9,4.0
2020-03-15,Philippines,-11.770491803278688,-2.9836065573770494,4.081967213114754
2020-03-15,Philippines,-12.338709677419354,-3.064516129032258,4.161290322580645
2020-03-15,Philippines,-12.682539682539682,-3.0952380952380953,4.222222222222222
2020-03-16,Philippines,-14.290909090909091,-4.7272727272727275,4.909090909090909
2020-03-16,Philippines,-14.732142857142858,-5.517857142857143,5.196428571428571
2020-03-16,Philippines,-15.157894736842104,-5.9298245614035086,5.298245614035087
2020-03-16,Philippines,-15.586206896551724,-6.327586206896552,5.431034482758621
2020-03-16,Philippines,-15.830508474576272,-6.711864406779661,5.576271186440678
2020-03-16,Philippines,-16.416666666666668,-7.2,5.75
2020-03-16,Philippines,-16.868852459016395,-7.704918032786885,5.868852459016393
2020-03-16,Philippines,-17.193548387096776,-7.951612903225806,5.983870967741935
2020-03-16,Philippines,-17.58730158730159,-8.317460317460318,6.126984126984127
2020-03-17,Philippines,-19.8,-9.981818181818182,7.0181818181818185
2020-03-17,Philippines,-20.446428571428573,-10.732142857142858,7.232142857142857
2020-03-17,Philippines,-21.0,-11.192982456140351,7.421052631578948
2020-03-17,Philippines,-21.482758620689655,-11.586206896551724,7.586206896551724
2020-03-17,Philippines,-22.1864406779661,-12.322033898305085,7.864406779661017
2020-03-17,Philippines,-22.8,-13.05,8.083333333333334
2020-03-17,Philippines,-23.704918032786885,-13.98360655737705,8.442622950819672
2020-03-17,Philippines,-24.14516129032258,-14.338709677419354,8.548387096774194
2020-03-17,Philippines,-24.49206349206349,-14.698412698412698,8.698412698412698
2020-03-18,Philippines,-27.89090909090909,-17.69090909090909,10.072727272727272
2020-03-18,Philippines,-28.303571428571427,-17.946428571428573,10.214285714285714
2020-03-18,Philippines,-29.035087719298247,-18.789473684210527,10.491228070175438
2020-03-18,Philippines,-30.0,-19.75862068965517,10.89655172413793
2020-03-18,Philippines,-30.25423728813559,-20.06779661016949,11.033898305084746
2020-03-18,Philippines,-30.966666666666665,-20.816666666666666,11.283333333333333
2020-03-18,Philippines,-31.491803278688526,-21.37704918032787,11.459016393442623
2020-03-18,Philippines,-31.870967741935484,-21.70967741935484,11.596774193548388
2020-03-18,Philippines,-32.20634920634921,-22.0,11.73015873015873
2020-03-19,Philippines,-37.054545454545455,-25.98181818181818,13.418181818181818
2020-03-19,Philippines,-37.44642857142857,-26.321428571428573,13.571428571428571
2020-03-19,Philippines,-37.70175438596491,-26.63157894736842,13.701754385964913
2020-03-19,Philippines,-38.37931034482759,-27.362068965517242,13.96551724137931
2020-03-19,Philippines,-38.66101694915254,-27.661016949152543,14.05084745762712
2020-03-19,Philippines,-38.9,-27.8,14.15
2020-03-19,Philippines,-39.49180327868852,-28.40983606557377,14.40983606557377
2020-03-19,Philippines,-39.645161290322584,-28.661290322580644,14.5
2020-03-19,Philippines,-40.3968253968254,-29.428571428571427,14.841269841269842
2020-03-20,Philippines,-46.41818181818182,-33.763636363636365,16.581818181818182
2020-03-20,Philippines,-46.660714285714285,-34.017857142857146,16.75
2020-03-20,Philippines,-47.40350877192982,-34.78947368421053,17.140350877192983
2020-03-20,Philippines,-47.775862068965516,-35.10344827586207,17.29310344827586
2020-03-20,Philippines,-48.11864406779661,-35.32203389830509,17.440677966101696
2020-03-20,Philippines,-48.416666666666664,-35.53333333333333,17.566666666666666
2020-03-20,Philippines,-48.91803278688525,-36.032786885245905,17.81967213114754
2020-03-20,Philippines,-49.41935483870968,-36.54838709677419,18.048387096774192
2020-03-20,Philippines,-49.58730158730159,-36.61904761904762,18.142857142857142
2020-03-21,Philippines,-56.38181818181818,-42.30909090909091,20.4
2020-03-21,Philippines,-56.607142857142854,-42.30357142857143,20.410714285714285
2020-03-21,Philippines,-56.73684210526316,-42.29824561403509,20.43859649122807
2020-03-21,Philippines,-57.241379310344826,-42.6551724137931,20.56896551724138
2020-03-21,Philippines,-57.69491525423729,-42.94915254237288,20.661016949152543
2020-03-21,Philippines,-57.983333333333334,-43.05,20.7
2020-03-21,Philippines,-58.16393442622951,-43.049180327868854,20.721311475409838
2020-03-21,Philippines,-58.483870967741936,-43.274193548387096,20.822580645161292
2020-03-21,Philippines,-58.507936507936506,-43.01587301587302,20.80952380952381
2020-03-22,Philippines,-62.10909090909091,-48.85454545454545,22.78181818181818
2020-03-22,Philippines,-62.214285714285715,-48.625,22.75
2020-03-22,Philippines,-62.526315789473685,-48.54385964912281,22.75438596491228
2020-03-22,Philippines,-62.60344827586207,-48.36206896551724,22.70689655172414
2020-03-22,Philippines,-63.05084745762712,-48.610169491525426,22.74576271186441
2020-03-22,Philippines,-63.43333333333333,-48.71666666666667,22.766666666666666
2020-03-22,Philippines,-63.59016393442623,-48.50819672131148,22.704918032786885
2020-03-22,Philippines,-63.774193548387096,-48.37096774193548,22.64516129032258
2020-03-22,Philippines,-64.14285714285714,-48.44444444444444,22.666666666666668
2020-03-23,Philippines,-68.34545454545454,-51.4,24.163636363636364
2020-03-23,Philippines,-68.57142857142857,-51.714285714285715,24.321428571428573
2020-03-23,Philippines,-68.63157894736842,-51.75438596491228,24.385964912280702
2020-03-23,Philippines,-69.0,-52.224137931034484,24.586206896551722
2020-03-23,Philippines,-69.0,-52.28813559322034,24.64406779661017
2020-03-23,Philippines,-68.96666666666667,-52.233333333333334,24.65
2020-03-23,Philippines,-69.18032786885246,-52.557377049180324,24.770491803278688
2020-03-23,Philippines,-69.06451612903226,-52.61290322580645,24.806451612903224
2020-03-23,Philippines,-69.34920634920636,-52.888888888888886,24.904761904761905
2020-03-24,Philippines,-71.78181818181818,-54.45454545454545,25.87272727272727
2020-03-24,Philippines,-71.92857142857143,-54.80357142857143,25.982142857142858
2020-03-24,Philippines,-71.96491228070175,-54.8421052631579,26.017543859649123
2020-03-24,Philippines,-72.27586206896552,-55.293103448275865,26.20689655172414
2020-03-24,Philippines,-72.42372881355932,-55.559322033898304,26.322033898305083
2020-03-24,Philippines,-72.3,-55.61666666666667,26.35
2020-03-24,Philippines,-72.50819672131148,-55.90163934426229,26.42622950819672
2020-03-24,Philippines,-72.43548387096774,-55.83870967741935,26.43548387096774
2020-03-24,Philippines,-72.34920634920636,-55.888888888888886,26.46031746031746
2020-03-25,Philippines,-73.8,-56.36363636363637,26.927272727272726
2020-03-25,Philippines,-73.94642857142857,-56.67857142857143,27.035714285714285
2020-03-25,Philippines,-73.89473684210526,-56.68421052631579,27.035087719298247
2020-03-25,Philippines,-74.10344827586206,-56.96551724137931,27.103448275862068
2020-03-25,Philippines,-74.37288135593221,-57.3728813559322,27.271186440677965
2020-03-25,Philippines,-74.46666666666667,-57.56666666666667,27.333333333333332
2020-03-25,Philippines,-74.57377049180327,-57.80327868852459,27.442622950819672
2020-03-25,Philippines,-74.41935483870968,-57.806451612903224,27.419354838709676
2020-03-25,Philippines,-74.2063492063492,-57.84126984126984,27.396825396825395
2020-03-26,Philippines,-75.43636363636364,-58.29090909090909,27.727272727272727
2020-03-26,Philippines,-75.51785714285714,-58.5,27.803571428571427
2020-03-26,Philippines,-75.52631578947368,-58.526315789473685,27.842105263157894
2020-03-26,Philippines,-75.77586206896552,-58.91379310344828,28.017241379310345
2020-03-26,Philippines,-75.62711864406779,-58.91525423728814,28.0
2020-03-26,Philippines,-75.71666666666667,-59.13333333333333,28.1
2020-03-26,Philippines,-75.62295081967213,-59.26229508196721,28.16393442622951
2020-03-26,Philippines,-75.79032258064517,-59.5,28.225806451612904
2020-03-26,Philippines,-75.88888888888889,-59.74603174603175,28.3015873015873
2020-03-27,Philippines,-76.41818181818182,-60.03636363636364,28.2
2020-03-27,Philippines,-76.67857142857143,-60.392857142857146,28.428571428571427
2020-03-27,Philippines,-76.57894736842105,-60.333333333333336,28.43859649122807
2020-03-27,Philippines,-76.53448275862068,-60.44827586206897,28.551724137931036
2020-03-27,Philippines,-76.72881355932203,-60.66101694915254,28.64406779661017
2020-03-27,Philippines,-76.8,-60.766666666666666,28.733333333333334
2020-03-27,Philippines,-76.93442622950819,-60.950819672131146,28.852459016393443
2020-03-27,Philippines,-76.85483870967742,-60.983870967741936,28.903225806451612
2020-03-27,Philippines,-76.95238095238095,-61.15873015873016,29.03174603174603
2020-03-28,Philippines,-77.27272727272727,-62.836363636363636,29.78181818181818
2020-03-28,Philippines,-77.375,-62.75,29.732142857142858
2020-03-28,Philippines,-77.54385964912281,-62.73684210526316,29.68421052631579
2020-03-28,Philippines,-77.74137931034483,-62.91379310344828,29.70689655172414
2020-03-28,Philippines,-77.8135593220339,-62.898305084745765,29.71186440677966
2020-03-28,Philippines,-77.7,-62.666666666666664,29.566666666666666
2020-03-28,Philippines,-77.88524590163935,-62.721311475409834,29.557377049180328
2020-03-28,Philippines,-77.83870967741936,-62.53225806451613,29.483870967741936
2020-03-28,Philippines,-77.7936507936508,-62.476190476190474,29.46031746031746
2020-03-29,Philippines,-77.94545454545455,-65.2,30.618181818181817
2020-03-29,Philippines,-78.07142857142857,-64.92857142857143,30.517857142857142
2020-03-29,Philippines,-78.15789473684211,-64.75438596491227,30.45614035087719
2020-03-29,Philippines,-78.01724137931035,-64.24137931034483,30.20689655172414
2020-03-29,Philippines,-77.94915254237289,-63.96610169491525,30.084745762711865
2020-03-29,Philippines,-78.13333333333334,-63.983333333333334,30.016666666666666
2020-03-29,Philippines,-78.1311475409836,-63.65573770491803,29.885245901639344
2020-03-29,Philippines,-78.33870967741936,-63.564516129032256,29.822580645161292
2020-03-29,Philippines,-78.39682539682539,-63.41269841269841,29.761904761904763
2020-03-30,Philippines,-78.7090909090909,-63.36363636363637,29.727272727272727
2020-03-30,Philippines,-78.78571428571429,-63.57142857142857,29.803571428571427
2020-03-30,Philippines,-78.78947368421052,-63.666666666666664,29.859649122807017
2020-03-30,Philippines,-78.89655172413794,-63.87931034482759,30.0
2020-03-30,Philippines,-78.98305084745763,-64.03389830508475,30.084745762711865
2020-03-30,Philippines,-79.18333333333334,-64.31666666666666,30.2
2020-03-30,Philippines,-79.06557377049181,-64.36065573770492,30.229508196721312
2020-03-30,Philippines,-79.20967741935483,-64.5,30.258064516129032
2020-03-30,Philippines,-79.39682539682539,-64.68253968253968,30.38095238095238
2020-03-31,Philippines,-79.89090909090909,-64.56363636363636,30.381818181818183
2020-03-31,Philippines,-80.01785714285714,-64.73214285714286,30.410714285714285
2020-03-31,Philippines,-80.05263157894737,-64.91228070175438,30.45614035087719
2020-03-31,Philippines,-79.96551724137932,-64.82758620689656,30.448275862068964
2020-03-31,Philippines,-80.15254237288136,-65.11864406779661,30.576271186440678
2020-03-31,Philippines,-80.0,-65.16666666666667,30.6
2020-03-31,Philippines,-80.06557377049181,-65.34426229508196,30.737704918032787
2020-03-31,Philippines,-80.11290322580645,-65.48387096774194,30.806451612903224
2020-03-31,Philippines,-80.26984126984127,-65.65079365079364,30.904761904761905
2020-04-01,Philippines,-80.8,-65.56363636363636,31.036363636363635
2020-04-01,Philippines,-80.98214285714286,-65.85714285714286,31.160714285714285
2020-04-01,Philippines,-81.08771929824562,-66.03508771929825,31.24561403508772
2020-04-01,Philippines,-81.13793103448276,-66.17241379310344,31.310344827586206
2020-04-01,Philippines,-81.15254237288136,-66.22033898305085,31.338983050847457
2020-04-01,Philippines,-81.2,-66.38333333333334,31.466666666666665
2020-04-01,Philippines,-81.09836065573771,-66.29508196721312,31.42622950819672
2020-04-01,Philippines,-81.09677419354838,-66.41935483870968,31.43548387096774
2020-04-01,Philippines,-81.2063492063492,-66.55555555555556,31.444444444444443
2020-04-02,Philippines,-82.0909090909091,-66.47272727272727,31.563636363636363
2020-04-02,Philippines,-81.89285714285714,-66.51785714285714,31.589285714285715
2020-04-02,Philippines,-81.9298245614035,-66.66666666666667,31.719298245614034
2020-04-02,Philippines,-81.94827586206897,-66.79310344827586,31.74137931034483
2020-04-02,Philippines,-81.98305084745763,-66.91525423728814,31.8135593220339
2020-04-02,Philippines,-81.96666666666667,-66.96666666666667,31.833333333333332
2020-04-02,Philippines,-81.8688524590164,-66.88524590163935,31.80327868852459
2020-04-02,Philippines,-81.96774193548387,-67.0,31.822580645161292
2020-04-02,Philippines,-82.11111111111111,-67.23809523809524,31.936507936507937
2020-04-03,Philippines,-82.47272727272727,-67.23636363636363,31.581818181818182
2020-04-03,Philippines,-82.25,-67.21428571428571,31.607142857142858
2020-04-03,Philippines,-82.29824561403508,-67.3157894736842,31.736842105263158
2020-04-03,Philippines,-82.43103448275862,-67.43103448275862,31.879310344827587
2020-04-03,Philippines,-82.38983050847457,-67.30508474576271,31.88135593220339
2020-04-03,Philippines,-82.51666666666667,-67.4,31.95
2020-04-03,Philippines,-82.55737704918033,-67.52459016393442,32.114754098360656
2020-04-03,Philippines,-82.56451612903226,-67.51612903225806,32.17741935483871
2020-04-03,Philippines,-82.71428571428571,-67.73015873015873,32.333333333333336
2020-04-04,Philippines,-83.18181818181819,-69.03636363636363,33.10909090909091
2020-04-04,Philippines,-83.19642857142857,-68.92857142857143,33.07142857142857
2020-04-04,Philippines,-83.2280701754386,-68.73684210526316,32.98245614035088
2020-04-04,Philippines,-83.34482758620689,-68.82758620689656,32.96551724137931
2020-04-04,Philippines,-83.35593220338983,-68.71186440677967,32.983050847457626
2020-04-04,Philippines,-83.46666666666667,-68.65,32.95
2020-04-04,Philippines,-83.31147540983606,-68.49180327868852,32.868852459016395
2020-04-04,Philippines,-83.20967741935483,-68.24193548387096,32.75806451612903
2020-04-04,Philippines,-83.25396825396825,-68.15873015873017,32.682539682539684
2020-04-05,Philippines,-83.4,-70.30909090909091,33.945454545454545
2020-04-05,Philippines,-83.41071428571429,-70.01785714285714,33.80357142857143
2020-04-05,Philippines,-83.52631578947368,-69.9298245614035,33.666666666666664
2020-04-05,Philippines,-83.53448275862068,-69.70689655172414,33.58620689655172
2020-04-05,Philippines,-83.61016949152543,-69.40677966101696,33.440677966101696
2020-04-05,Philippines,-83.73333333333333,-69.33333333333333,33.35
2020-04-05,Philippines,-83.85245901639344,-69.11475409836065,33.22950819672131
2020-04-05,Philippines,-83.74193548387096,-68.6774193548387,33.03225806451613
2020-04-05,Philippines,-83.66666666666667,-68.39682539682539,32.904761904761905
2020-04-06,Philippines,-83.74545454545455,-67.85454545454546,32.74545454545454
2020-04-06,Philippines,-83.73214285714286,-67.91071428571429,32.75
2020-04-06,Philippines,-83.63157894736842,-67.91228070175438,32.75438596491228
2020-04-06,Philippines,-83.48275862068965,-67.77586206896552,32.706896551724135
2020-04-06,Philippines,-83.37288135593221,-67.86440677966101,32.779661016949156
2020-04-06,Philippines,-83.5,-68.06666666666666,32.86666666666667
2020-04-06,Philippines,-83.57377049180327,-68.1639344262295,32.9344262295082
2020-04-06,Philippines,-83.58064516129032,-68.2258064516129,32.96774193548387
2020-04-06,Philippines,-83.65079365079364,-68.26984126984127,32.95238095238095
2020-04-07,Philippines,-83.72727272727273,-67.54545454545455,32.70909090909091
2020-04-07,Philippines,-83.78571428571429,-67.64285714285714,32.69642857142857
2020-04-07,Philippines,-83.71929824561404,-67.71929824561404,32.68421052631579
2020-04-07,Philippines,-83.6896551724138,-67.82758620689656,32.793103448275865
2020-04-07,Philippines,-83.7457627118644,-67.9322033898305,32.86440677966102
2020-04-07,Philippines,-83.86666666666666,-68.15,32.95
2020-04-07,Philippines,-83.85245901639344,-68.24590163934427,32.98360655737705
2020-04-07,Philippines,-83.74193548387096,-68.33870967741936,33.03225806451613
2020-04-07,Philippines,-83.60317460317461,-68.22222222222223,32.96825396825397
2020-04-08,Philippines,-83.56363636363636,-67.34545454545454,32.70909090909091
2020-04-08,Philippines,-83.5,-67.42857142857143,32.69642857142857
2020-04-08,Philippines,-83.6140350877193,-67.66666666666667,32.771929824561404
2020-04-08,Philippines,-83.58620689655173,-67.77586206896552,32.8448275862069
2020-04-08,Philippines,-83.64406779661017,-67.88135593220339,32.86440677966102
2020-04-08,Philippines,-83.63333333333334,-67.98333333333333,32.88333333333333
2020-04-08,Philippines,-83.67213114754098,-68.06557377049181,32.85245901639344
2020-04-08,Philippines,-83.59677419354838,-68.08064516129032,32.82258064516129
2020-04-08,Philippines,-83.47619047619048,-68.17460317460318,32.857142857142854
2020-04-09,Philippines,-83.54545454545455,-67.67272727272727,32.654545454545456
2020-04-09,Philippines,-83.58928571428571,-67.92857142857143,32.82142857142857
2020-04-09,Philippines,-83.56140350877193,-68.08771929824562,32.87719298245614
2020-04-09,Philippines,-83.72413793103448,-68.39655172413794,33.01724137931034
2020-04-09,Philippines,-83.76271186440678,-68.59322033898304,33.101694915254235
2020-04-09,Philippines,-83.86666666666666,-68.76666666666667,33.1
2020-04-09,Philippines,-83.91803278688525,-68.93442622950819,33.16393442622951
2020-04-09,Philippines,-83.98387096774194,-69.12903225806451,33.25806451612903
2020-04-09,Philippines,-83.98412698412699,-69.28571428571429,33.26984126984127
2020-04-10,Philippines,-84.0909090909091,-69.30909090909091,32.85454545454545
2020-04-10,Philippines,-84.125,-69.57142857142857,33.07142857142857
2020-04-10,Philippines,-84.2280701754386,-69.78947368421052,33.24561403508772
2020-04-10,Philippines,-84.32758620689656,-70.03448275862068,33.5
2020-04-10,Philippines,-84.47457627118644,-70.20338983050847,33.59322033898305
2020-04-10,Philippines,-84.61666666666666,-70.4,33.766666666666666
2020-04-10,Philippines,-84.75409836065573,-70.55737704918033,33.91803278688525
2020-04-10,Philippines,-84.83870967741936,-70.7258064516129,34.04838709677419
2020-04-10,Philippines,-84.87301587301587,-70.84126984126983,34.12698412698413
2020-04-11,Philippines,-84.9090909090909,-72.16363636363636,34.81818181818182
2020-04-11,Philippines,-84.92857142857143,-72.07142857142857,34.767857142857146
2020-04-11,Philippines,-85.03508771929825,-72.14035087719299,34.75438596491228
2020-04-11,Philippines,-85.12068965517241,-72.06896551724138,34.706896551724135
2020-04-11,Philippines,-85.13559322033899,-71.91525423728814,34.644067796610166
2020-04-11,Philippines,-85.23333333333333,-71.83333333333333,34.583333333333336
2020-04-11,Philippines,-85.26229508196721,-71.73770491803279,34.49180327868852
2020-04-11,Philippines,-85.14516129032258,-71.56451612903226,34.403225806451616
2020-04-11,Philippines,-85.15873015873017,-71.5079365079365,34.42857142857143
2020-04-12,Philippines,-85.10909090909091,-74.01818181818182,35.69090909090909
2020-04-12,Philippines,-85.03571428571429,-73.64285714285714,35.517857142857146
2020-04-12,Philippines,-85.12280701754386,-73.49122807017544,35.35087719298246
2020-04-12,Philippines,-85.12068965517241,-73.20689655172414,35.241379310344826
2020-04-12,Philippines,-85.1864406779661,-72.84745762711864,35.067796610169495
2020-04-12,Philippines,-85.06666666666666,-72.35,34.833333333333336
2020-04-12,Philippines,-85.0327868852459,-71.95081967213115,34.68852459016394
2020-04-12,Philippines,-85.14516129032258,-71.6774193548387,34.54838709677419
2020-04-12,Philippines,-85.23809523809524,-71.58730158730158,34.44444444444444
2020-04-13,Philippines,-85.63636363636364,-71.56363636363636,34.32727272727273
2020-04-13,Philippines,-85.5,-71.48214285714286,34.285714285714285
2020-04-13,Philippines,-85.54385964912281,-71.45614035087719,34.29824561403509
2020-04-13,Philippines,-85.62068965517241,-71.58620689655173,34.3448275862069
2020-04-13,Philippines,-85.57627118644068,-71.59322033898304,34.389830508474574
2020-04-13,Philippines,-85.43333333333334,-71.36666666666666,34.31666666666667
2020-04-13,Philippines,-85.36065573770492,-71.34426229508196,34.278688524590166
2020-04-13,Philippines,-85.3225806451613,-71.33870967741936,34.29032258064516
2020-04-13,Philippines,-85.14285714285714,-71.33333333333333,34.317460317460316
2020-04-14,Philippines,-85.65454545454546,-71.16363636363636,34.30909090909091
2020-04-14,Philippines,-85.58928571428571,-71.19642857142857,34.32142857142857
2020-04-14,Philippines,-85.54385964912281,-71.2280701754386,34.3859649122807
2020-04-14,Philippines,-85.55172413793103,-71.22413793103448,34.327586206896555
2020-04-14,Philippines,-85.42372881355932,-71.20338983050847,34.28813559322034
2020-04-14,Philippines,-85.26666666666667,-71.21666666666667,34.3
2020-04-14,Philippines,-85.08196721311475,-71.0,34.22950819672131
2020-04-14,Philippines,-84.98387096774194,-70.95161290322581,34.193548387096776
2020-04-14,Philippines,-85.04761904761905,-71.0952380952381,34.23809523809524
2020-04-15,Philippines,-85.38181818181818,-70.6,34.30909090909091
2020-04-15,Philippines,-85.33928571428571,-70.64285714285714,34.375
2020-04-15,Philippines,-85.29824561403508,-70.66666666666667,34.3859649122807
2020-04-15,Philippines,-85.36206896551724,-70.67241379310344,34.39655172413793
2020-04-15,Philippines,-85.38983050847457,-70.67796610169492,34.33898305084746
2020-04-15,Philippines,-85.46666666666667,-70.81666666666666,34.4
2020-04-15,Philippines,-85.39344262295081,-70.75409836065573,34.36065573770492
2020-04-15,Philippines,-85.2258064516129,-70.75806451612904,34.37096774193548
2020-04-15,Philippines,-85.07936507936508,-70.76190476190476,34.34920634920635
2020-04-16,Philippines,-84.63636363636364,-68.9090909090909,33.72727272727273
2020-04-16,Philippines,-84.69642857142857,-68.96428571428571,33.69642857142857
2020-04-16,Philippines,-84.64912280701755,-68.94736842105263,33.68421052631579
2020-04-16,Philippines,-84.63793103448276,-69.0,33.724137931034484
2020-04-16,Philippines,-84.71186440677967,-69.03389830508475,33.74576271186441
2020-04-16,Philippines,-84.53333333333333,-69.08333333333333,33.766666666666666
2020-04-16,Philippines,-84.52459016393442,-69.14754098360656,33.85245901639344
2020-04-16,Philippines,-84.61290322580645,-69.3225806451613,33.91935483870968
2020-04-16,Philippines,-84.57142857142857,-69.33333333333333,33.888888888888886
2020-04-17,Philippines,-83.63636363636364,-67.25454545454545,32.43636363636364
2020-04-17,Philippines,-83.76785714285714,-67.46428571428571,32.589285714285715
2020-04-17,Philippines,-83.87719298245614,-67.52631578947368,32.64912280701754
2020-04-17,Philippines,-83.79310344827586,-67.58620689655173,32.741379310344826
2020-04-17,Philippines,-83.8135593220339,-67.67796610169492,32.898305084745765
2020-04-17,Philippines,-83.8,-67.63333333333334,32.916666666666664
2020-04-17,Philippines,-83.80327868852459,-67.63934426229508,32.950819672131146
2020-04-17,Philippines,-83.8225806451613,-67.69354838709677,33.04838709677419
